MovieName,Year,IMDbRating,IMDbVotes,Awards,Language,AltText
Dolphin Tale,2011,6.9,19957,404,English,"dolphin tale,dolphin tale 2011"
Dominion: Prequel to the Exorcist,2005,5.3,9153,404,English,"dominion prequel to the exorcist,dominion prequel to the exorcist 2005,Dominion Prequel to the Exorcist,dominionprequeltotheexorcist"
Dolphin Tale 2,2014,6.4,6941,404,English,"dolphin tale 2,dolphin tale 2 2014"
Dolly Parton's Christmas of Many Colors: Circle of Love,2016,8.1,578,404,English,"dolly partons christmas of many colors circle of love,dolly partons christmas of many colors circle of love 2016,Dolly Partons Christmas of Many Colors Circle of Love,dollypartonschristmasofmanycolorscircleoflove"
Don't Breathe,2016,7.1,171178,404,English,"dont breathe,dont breathe 2016,Dont Breathe,dontbreathe"
Don't Knock Twice,2016,5.1,9429,404,English,"dont knock twice,dont knock twice 2016,Dont Knock Twice,dontknocktwice"
Don't Kill It,2016,5.2,3200,404,English,"dont kill it,dont kill it 2016,Dont Kill It,dontkillit"
Don't Say a Word,2001,6.3,44509,404,"English,Italian,Chinese","dont say a word,dont say a word 2001,Dont Say a Word,dontsayaword"
Don't Be Afraid of the Dark,2010,5.6,43807,404,English,"dont be afraid of the dark,dont be afraid of the dark 2010,Dont Be Afraid of the Dark,dontbeafraidofthedark"
Don't Come Knocking,2005,6.7,6756,404,English,"dont come knocking,dont come knocking 2005,Dont Come Knocking,dontcomeknocking"
Don't Think Twice,2016,6.7,14375,404,English,"dont think twice,dont think twice 2016,Dont Think Twice,dontthinktwice"
Dong Yi,2010,8.2,678,404,Korean,"dong yi,dong yi 2010"
"Don't Worry, He Won't Get Far on Foot",2018,7,4278,404,English,"dont worry he wont get far on foot,dont worry he wont get far on foot 2018,Dont Worry He Wont Get Far on Foot,dontworryhewontgetfaronfoot"
Don't Tempt Me,2001,6.5,4960,404,"Spanish,English,French,Latin,Portuguese","dont tempt me,dont tempt me 2001,Dont Tempt Me,donttemptme"
Don't Tell,2005,6.5,2195,404,"Italian,English","dont tell,dont tell 2005,Dont Tell,donttell"
Donald Trump's The Art of the Deal: The Movie,2016,6,3006,404,English,"donald trumps the art of the deal the movie,donald trumps the art of the deal the movie 2016,Donald Trumps The Art of the Deal The Movie,donaldtrumpstheartofthedealthemovie"
Donkey Punch,2008,5.2,9875,404,English,"donkey punch,donkey punch 2008"
Doubt,2008,7.5,110699,404,English,"doubt,doubt 2008"
Doubt,2017,5.3,1712,404,English,"doubt,doubt 2017"
Cold Showers,2005,6.2,1990,404,"French,English","cold showers,cold showers 2005"
Dough,2015,6.2,1323,404,English,"dough,dough 2015"
Down and Dangerous,2013,5.2,842,404,"English,Spanish","down and dangerous,down and dangerous 2013"
Down and Derby,2005,5.6,520,404,English,"down and derby,down and derby 2005"
Double Wedding,2010,5.8,833,404,English,"double wedding,double wedding 2010"
Double Teamed,2002,6.2,2514,404,English,"double teamed,double teamed 2002"
Double Whammy,2001,5.7,3212,404,English,"double whammy,double whammy 2001"
Double Take,2001,5.4,5795,404,"English,Spanish","double take,double take 2001"
Down in the Valley,2005,6.4,17149,404,English,"down in the valley,down in the valley 2005"
Down Terrace,2009,6.5,3023,404,English,"down terrace,down terrace 2009"
Down to Earth,2001,5.4,20120,404,English,"down to earth,down to earth 2001"
Down to the Bone,2004,6.7,1967,404,English,"down to the bone,down to the bone 2004"
Down Under,2016,5.7,646,404,"Arabic,Thai,English","down under,down under 2016"
Down with Love,2003,6.3,36147,404,English,"down with love,down with love 2003"
Downloading Nancy,2008,5.8,2434,404,English,"downloading nancy,downloading nancy 2008"
Downrange,2017,5.3,2506,404,English,"downrange,downrange 2017"
Downsizing,2017,5.7,62376,404,"English,Spanish,Norwegian,French,Korean,Greek,Vietnamese","downsizing,downsizing 2017"
Small Town Killers,2017,5.3,1251,404,"Danish,English","small town killers,small town killers 2017"
Dr. Cabbie,2014,6.2,2836,404,English,"dr cabbie,dr cabbie 2014,Dr Cabbie,drcabbie"
Dracula,2006,5.2,1248,404,"English,German","dracula,dracula 2006"
Dracula: Pages from a Virgin's Diary,2002,7,1710,404,English,"dracula pages from a virgins diary,dracula pages from a virgins diary 2002,Dracula Pages from a Virgins Diary,draculapagesfromavirginsdiary"
Draft Day,2014,6.8,46692,404,English,"draft day,draft day 2014"
Dragon Age: Dawn of the Seeker,2012,5.9,2619,404,English,"dragon age dawn of the seeker,dragon age dawn of the seeker 2012,Dragon Age Dawn of the Seeker,dragonagedawnoftheseeker"
Dragon Age: Redemption,2011,6.4,871,404,English,"dragon age redemption,dragon age redemption 2011,Dragon Age Redemption,dragonageredemption"
Dragon Blade,2015,6,15798,404,"Mandarin,English,Latin","dragon blade,dragon blade 2015"
Dragonfly,2002,6.1,34177,404,"English,Spanish","dragonfly,dragonfly 2002"
Donovan's Echo,2011,6.2,1306,404,English,"donovans echo,donovans echo 2011,Donovans Echo,donovansecho"
Donald Cried,2016,6.5,796,404,English,"donald cried,donald cried 2016"
Dorfman in Love,2011,6,1153,404,English,"dorfman in love,dorfman in love 2011"
Dor,2006,8,4733,404,"Hindi,Urdu","dor,dor 2006"
Dosti: Friends Forever,2005,5.9,2030,404,Hindi,"dosti friends forever,dosti friends forever 2005,Dosti Friends Forever,dostifriendsforever"
Double Daddy,2015,6.5,639,404,English,"double daddy,double daddy 2015"
Dope,2015,7.2,74514,404,"English,Spanish","dope,dope 2015"
Dostana,2008,6.5,12263,404,"Hindi,English","dostana,dostana 2008"
Dorian Gray,2009,6.3,55953,404,English,"dorian gray,dorian gray 2009"
Dora,2017,5.4,514,404,"Tamil,Telugu,Hindi","dora,dora 2017"
Double Date,2017,6.1,1035,404,English,"double date,double date 2017"
Doomsday,2008,6,67330,404,English,"doomsday,doomsday 2008"
Dorothy Mills,2008,6.1,4839,404,English,"dorothy mills,dorothy mills 2008"
Dorian Blues,2004,6.8,2191,404,English,"dorian blues,dorian blues 2004"
Dot the I,2003,6.8,7812,404,English,"dot the i,dot the i 2003"
Doom,2005,5.2,96727,404,"English,Japanese","doom,doom 2005"
Dopamine,2003,5.9,1032,404,English,"dopamine,dopamine 2003"
Flash Point,2007,6.8,11397,404,"Cantonese,English,Vietnamese","flash point,flash point 2007"
Door to Door,2002,7.9,3689,404,English,"door to door,door to door 2002"
Dreamer: Inspired by a True Story,2005,6.9,10764,404,English,"dreamer inspired by a true story,dreamer inspired by a true story 2005,Dreamer Inspired by a True Story,dreamerinspiredbyatruestory"
Dream Home,2010,6.7,4119,404,"Cantonese,Mandarin,Tagalog,English","dream home,dream home 2010"
Dream Boy,2008,6.2,3406,404,English,"dream boy,dream boy 2008"
Dramaworld,2016,7.8,1008,404,"English,Korean","dramaworld,dramaworld 2016"
Dragons: A Fantasy Made Real,2004,6.7,910,404,English,"dragons a fantasy made real,dragons a fantasy made real 2004,Dragons A Fantasy Made Real,dragonsafantasymadereal"
Drumline,2002,5.7,31027,404,English,"drumline,drumline 2002"
Drumline: A New Beat,2014,5.1,926,404,English,"drumline a new beat,drumline a new beat 2014,Drumline A New Beat,drumlineanewbeat"
Drunk History,2013,7.8,6895,404,English,"drunk history,drunk history 2013"
Jungle Child,2011,7.1,866,404,"German,Indonesian,English","jungle child,jungle child 2011"
Dual Survival,2010,7.6,2543,404,English,"dual survival,dual survival 2010"
Drifters,2013,7,715,404,English,"drifters,drifters 2013"
Drillbit Taylor,2008,5.7,54184,404,English,"drillbit taylor,drillbit taylor 2008"
Drinking Buddies,2013,6.1,52202,404,English,"drinking buddies,drinking buddies 2013"
Drift,2013,6.3,4290,404,English,"drift,drift 2013"
Dragonheart: Battle for the Heartfire,2017,5.2,1321,404,English,"dragonheart battle for the heartfire,dragonheart battle for the heartfire 2017,Dragonheart Battle for the Heartfire,dragonheartbattlefortheheartfire"
Dragons' Den,2005,7.1,1239,404,English,"dragons den,dragons den 2005,Dragons Den,dragonsden"
Dragons' Den,2006,7.3,845,404,English,"dragons den,dragons den 2006,Dragons Den,dragonsden"
Drake and Josh Go Hollywood,2006,6.9,3523,404,English,"drake and josh go hollywood,drake and josh go hollywood 2006"
Drawing Restraint 9,2005,6.6,1292,404,"English,Japanese,Icelandic","drawing restraint 9,drawing restraint 9 2005"
Dread,2009,5.7,10871,404,English,"dread,dread 2009"
Dreamcatcher,2003,5.5,83063,404,English,"dreamcatcher,dreamcatcher 2003"
Dreamgirls,2006,6.5,62803,404,English,"dreamgirls,dreamgirls 2006"
DreamKeeper,2003,7.7,1264,404,"English,Sioux,Mohawk","dreamkeeper,dreamkeeper 2003"
Dreamland,2006,6.4,2298,404,English,"dreamland,dreamland 2006"
Dredd,2012,7.1,227143,404,English,"dredd,dredd 2012"
Drengene fra Angora,2004,7.7,822,404,"Danish,English","drengene fra angora,drengene fra angora 2004"
Dresden,2006,6.6,2263,404,"German,English","dresden,dresden 2006"
Drew Carey's Improv-A-Ganza,2011,8.4,1002,404,English,"drew careys improvaganza,drew careys improvaganza 2011,Drew Careys Improv A Ganza,drew careys improv a ganza,drewcareysimprovaganza"
Drew Peterson: Untouchable,2012,6.1,1382,404,English,"drew peterson untouchable,drew peterson untouchable 2012,Drew Peterson Untouchable,drewpetersonuntouchable"
Drag Me to Hell,2009,6.6,172806,404,"English,Spanish,Hungarian,Czech","drag me to hell,drag me to hell 2009"
Downward Dog,2017,7.3,1995,404,English,"downward dog,downward dog 2017"
Dragon Nest: Warriors' Dawn,2014,6.4,2599,404,"English,Mandarin,Cantonese,Russian","dragon nest warriors dawn,dragon nest warriors dawn 2014,Dragon Nest Warriors Dawn,dragonnestwarriorsdawn"
Dr. Jekyll and Mr. Hyde,2003,5.7,509,404,English,"dr jekyll and mr hyde,dr jekyll and mr hyde 2003,Dr Jekyll and Mr Hyde,drjekyllandmrhyde"
Dracula Untold,2014,6.3,159777,404,"English,Turkish","dracula untold,dracula untold 2014"
Duck Duck Goose,2018,5.6,1625,404,"English,Mandarin","duck duck goose,duck duck goose 2018"
Duck Dynasty,2012,6.3,9837,404,English,"duck dynasty,duck dynasty 2012"
DuckTales,2017,8.2,2923,404,English,"ducktales,ducktales 2017"
Duct Tape Forever,2002,6,729,404,English,"duct tape forever,duct tape forever 2002"
Dude Bro Party Massacre III,2015,6.3,1104,404,English,"dude bro party massacre iii,dude bro party massacre iii 2015"
Dudesons in America,2010,6.9,653,404,English,"dudesons in america,dudesons in america 2010"
Due Date,2010,6.6,297182,404,"English,Spanish","due date,due date 2010"
Due West: Our Sex Journey,2012,5.4,869,404,"Cantonese,Mandarin,English","due west our sex journey,due west our sex journey 2012,Due West Our Sex Journey,duewestoursexjourney"
Drone,2017,5.3,4556,404,"Urdu,English","drone,drone 2017"
Drive,2011,7.8,502382,404,"English,Spanish","drive,drive 2011"
Drive Angry,2011,5.4,88291,404,English,"drive angry,drive angry 2011"
Dum,2003,5.6,1399,404,Hindi,"dum,dum 2003"
Dum Laga Ke Haisha,2015,7.5,13522,404,Hindi,"dum laga ke haisha,dum laga ke haisha 2015"
Duma,2005,7.3,6941,404,English,"duma,duma 2005"
Dummy,2002,6.8,5988,404,"English,Yiddish","dummy,dummy 2002"
Dunkirk,2017,8,421030,404,"English,French,German","dunkirk,dunkirk 2017"
Duplex,2003,5.9,50116,404,English,"duplex,duplex 2003"
Duplicity,2009,6.2,44523,404,"English,Spanish,Russian,German","duplicity,duplicity 2009"
Duress,2009,5.6,923,404,English,"duress,duress 2009"
Durham County,2007,7.6,1222,404,English,"durham county,durham county 2007"
Dus,2005,5.5,2566,404,Hindi,"dus,dus 2005"
Dus Kahaniyaan,2007,5.7,1262,404,Hindi,"dus kahaniyaan,dus kahaniyaan 2007"
Dude,2018,5.1,4171,404,English,"dude,dude 2018"
Duck Butter,2018,5.2,1283,404,English,"duck butter,duck butter 2018"
Duane Hopwood,2005,6.7,2127,404,English,"duane hopwood,duane hopwood 2005"
Duvvada Jagannadham,2017,5.4,1231,404,"Telugu,Hindi,Malayalam","duvvada jagannadham,duvvada jagannadham 2017"
Dying Breed,2008,5.4,4125,404,English,"dying breed,dying breed 2008"
Dust,2001,6.7,1942,404,"English,Macedonian,German,Turkish","dust,dust 2001"
Dumb and Dumber To,2014,5.6,113850,404,"English,Cantonese","dumb and dumber to,dumb and dumber to 2014"
Deadly Code,2013,6.4,6602,404,English,"deadly code,deadly code 2013"
Eega,2012,7.8,17574,404,"Telugu,Tamil,Hindi,Malayalam,Chinese,Urdu,Thai,Japanese,Portuguese","eega,eega 2012"
Effie Gray,2014,5.9,3135,404,English,"effie gray,effie gray 2014"
K-On! The Movie,2011,7.5,846,404,"Japanese,English","kon the movie,kon the movie 2011,K On The Movie,k on the movie,konthemovie"
Eight Crazy Nights,2002,5.3,19458,404,English,"eight crazy nights,eight crazy nights 2002"
Eight Legged Freaks,2002,5.4,48167,404,English,"eight legged freaks,eight legged freaks 2002"
Eight Miles High,2007,6.4,2547,404,"German,English,Italian","eight miles high,eight miles high 2007"
Eighteen,2005,6.5,542,404,English,"eighteen,eighteen 2005"
Eyes Wide Open,2009,7.3,5466,404,"Hebrew,Yiddish,German,French,English,English","eyes wide open,eyes wide open 2009"
Easier with Practice,2009,6.5,932,404,English,"easier with practice,easier with practice 2009"
East Side Story,2006,6.7,1452,404,"English,Spanish","east side story,east side story 2006"
East Side Sushi,2014,7.1,1753,404,"English,Spanish","east side sushi,east side sushi 2014"
Early Man,2018,6.1,11747,404,English,"early man,early man 2018"
Dysfunctional Friends,2012,5.4,718,404,English,"dysfunctional friends,dysfunctional friends 2012"
Eagle Eye,2008,6.6,163539,404,English,"eagle eye,eagle eye 2008"
Eagle vs Shark,2007,6.8,19166,404,English,"eagle vs shark,eagle vs shark 2007"
Earth to Echo,2014,5.8,17316,404,English,"earth to echo,earth to echo 2014"
Earthtastrophe,2016,5.3,764,404,English,"earthtastrophe,earthtastrophe 2016"
Earthwork,2009,8.4,796,404,English,"earthwork,earthwork 2009"
Earthbound,2012,5.6,569,404,English,"earthbound,earthbound 2012"
Eastern Promises,2007,7.7,209002,404,"English,Russian,Turkish,Ukrainian,Urdu","eastern promises,eastern promises 2007"
Eastsiders,2012,6.2,1294,404,"English,Swiss German","eastsiders,eastsiders 2012"
Easy,2016,6.8,6645,404,English,"easy,easy 2016"
Easy,2003,5.9,1523,404,English,"easy,easy 2003"
Easy A,2010,7.1,318348,404,English,"easy a,easy a 2010"
Easy Virtue,2008,6.7,18533,404,"English,French","easy virtue,easy virtue 2008"
Eat Pray Love,2010,5.7,74194,404,"English,Italian,Portuguese","eat pray love,eat pray love 2010"
Eat with Me,2014,6.5,983,404,English,"eat with me,eat with me 2014"
Eating Out,2004,5.8,5440,404,English,"eating out,eating out 2004"
Eating Out 2: Sloppy Seconds,2006,6.3,3302,404,English,"eating out 2 sloppy seconds,eating out 2 sloppy seconds 2006,Eating Out 2 Sloppy Seconds,eatingout2sloppyseconds"
Eating Out: All You Can Eat,2009,6,2607,404,"English,Vietnamese","eating out all you can eat,eating out all you can eat 2009,Eating Out All You Can Eat,eatingoutallyoucaneat"
Eating Out: Drama Camp,2011,5.5,2001,404,English,"eating out drama camp,eating out drama camp 2011,Eating Out Drama Camp,eatingoutdramacamp"
Eating Out: The Open Weekend,2011,5.4,1912,404,"English,Spanish","eating out the open weekend,eating out the open weekend 2011,Eating Out The Open Weekend,eatingouttheopenweekend"
Echelon Conspiracy,2009,5.8,17741,404,"English,Russian","echelon conspiracy,echelon conspiracy 2009"
Echoes of War,2015,5.5,1075,404,English,"echoes of war,echoes of war 2015"
Ecstasy,2011,5.1,1632,404,English,"ecstasy,ecstasy 2011"
"Ed, Edd n Eddy's Big Picture Show",2009,8.3,1444,404,English,"ed edd n eddys big picture show,ed edd n eddys big picture show 2009,Ed Edd n Eddys Big Picture Show,ededdneddysbigpictureshow"
Eddie the Eagle,2015,7.4,70273,404,"English,German,Norwegian","eddie the eagle,eddie the eagle 2015"
Eddie: The Sleepwalking Cannibal,2012,5.7,1311,404,English,"eddie the sleepwalking cannibal,eddie the sleepwalking cannibal 2012,Eddie The Sleepwalking Cannibal,eddiethesleepwalkingcannibal"
Eddie's Million Dollar Cook-Off,2003,6.1,1994,404,English,"eddies million dollar cookoff,eddies million dollar cookoff 2003,Eddies Million Dollar Cook Off,eddies million dollar cook off,eddiesmilliondollarcookoff"
Eden,2012,6.7,7396,404,"English,Chinese,Spanish","eden,eden 2012"
Eden Is West,2009,6.9,2026,404,"French,German,Greek,English","eden is west,eden is west 2009"
Eden Lake,2008,6.8,67269,404,English,"eden lake,eden lake 2008"
Edge of Darkness,2010,6.6,82585,404,English,"edge of darkness,edge of darkness 2010"
Edge of Winter,2016,5.3,2722,404,English,"edge of winter,edge of winter 2016"
Edges of the Lord,2001,7,3174,404,English,"edges of the lord,edges of the lord 2001"
Edison,2005,5.3,13949,404,English,"edison,edison 2005"
Edmond,2005,6.3,10350,404,English,"edmond,edmond 2005"
Drishyam,2015,8.3,49557,404,Hindi,"drishyam,drishyam 2015"
Drive,2007,7.8,4604,404,English,"drive,drive 2007"
Driving Lessons,2006,6.8,10031,404,English,"driving lessons,driving lessons 2006"
Drool,2009,5.8,710,404,English,"drool,drool 2009"
Drown,2015,5.2,1101,404,English,"drown,drown 2015"
Einstein and Eddington,2008,7.4,5059,404,English,"einstein and eddington,einstein and eddington 2008"
Eisenstein in Guanajuato,2015,6.3,2100,404,"English,Spanish","eisenstein in guanajuato,eisenstein in guanajuato 2015"
Ek Ajnabee,2005,5.3,1374,404,Hindi,"ek ajnabee,ek ajnabee 2005"
Ek Hasina Thi,2004,7.7,4869,404,"Hindi,English","ek hasina thi,ek hasina thi 2004"
Ek Khiladi Ek Haseena,2005,5.9,525,404,Hindi,"ek khiladi ek haseena,ek khiladi ek haseena 2005"
One Me and One You,2012,5.8,5810,404,Hindi,"one me and one you,one me and one you 2012"
Ek Thi Daayan,2013,5.7,3377,404,Hindi,"ek thi daayan,ek thi daayan 2013"
A Villain,2014,6.5,13950,404,Hindi,"a villain,a villain 2014"
Ekk Deewana Tha,2012,5.8,2506,404,Hindi,"ekk deewana tha,ekk deewana tha 2012"
El Camino Christmas,2017,5.6,4928,404,English,"el camino christmas,el camino christmas 2017"
El Cortez,2006,5.5,508,404,English,"el cortez,el cortez 2006"
El Cuerpo del Deseo,2005,7.1,580,404,"Spanish,English","el cuerpo del deseo,el cuerpo del deseo 2005"
El Greco,2007,6.7,3746,404,"English,Spanish,Greek,Italian","el greco,el greco 2007"
